Rk,Player,G,A,PTS,+/-,PIM,GoalsEV,GoalsPP,GoalsSH,GoalsGW,AssistsEV,AssistsPP,AssistsSH,S,S%,SHFT,TOI,Team,Opp,Loc,Date,Season,Cumulative_Goals,Cumulative_Points,Cumulative_Game,Cumulative_PIM,Cumulative_Shots,G_p_Gm,A_p_Gm,Pts_p_Gm,PIM_p_Gm,Shots_p_Gm,G_Lg_Avg,A_Lg_Avg,Pts_Lg_Avg,PIM_Lg_Avg,Cumul_PPG,Cumul_GPG,Cumul_SPG,Rel_Goals,Rel_Assists,Rel_PIM
7,Travis Konecny,0,1,1,-2,0,0,0,0,0,1,0,0,2,0.0,23,17.426666666666666,Philadelphia Flyers,Toronto Maple Leafs,Away,20190315,Regular_1819,1,3,4,0,4,0.2,0.26666666666666666,0.4666666666666667,0.13333333333333333,2.2,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.75,0.25,1,1.255912408759124,1.0031190788514792,0.334714521933664
8,Scott Laughton,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,22,14.986666666666665,Philadelphia Flyers,Toronto Maple Leafs,Away,20190315,Regular_1819,2,3,4,0,6,0.13333333333333333,0.3333333333333333,0.4666666666666667,0.13333333333333333,2,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.75,0.5,1.5,0.8372749391727493,1.2538988485643492,0.334714521933664
9,Oskar Lindblom,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,26,18.05333333333333,Philadelphia Flyers,Toronto Maple Leafs,Away,20190315,Regular_1819,1,1,4,0,12,0.3333333333333333,0.06666666666666667,0.4,0,2.2666666666666666,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.25,0.25,3,2.0931873479318734,0.2507797697128698,0
10,Andrew MacDonald,0,0,0,1,0,0,0,0,0,0,0,0,0,,16,10.719999999999999,Philadelphia Flyers,Toronto Maple Leafs,Away,20190315,Regular_1819,0,0,2,0,0,0,0,0,0,1,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,0,0,0,0
11,Philippe Myers,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,18,13.213333333333333,Philadelphia Flyers,Toronto Maple Leafs,Away,20190315,Regular_1819,0,0,4,2,5,0,0,0,0.15384615384615385,1.0769230769230769,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,1.25,0,0,0.38620906376961234
12,Nolan Patrick,0,2,2,2,0,0,0,0,0,2,0,0,1,0.0,27,18.613333333333333,Philadelphia Flyers,Toronto Maple Leafs,Away,20190315,Regular_1819,1,4,4,0,4,0.07692307692307693,0.3076923076923077,0.38461538461538464,0.15384615384615385,1.2307692307692308,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1,0.25,1,0.48304323413812467,1.1574450909824763,0.38620906376961234
13,Ivan Provorov,0,0,0,-3,0,0,0,0,0,0,0,0,2,0.0,28,24.30666666666666,Philadelphia Flyers,Toronto Maple Leafs,Away,20190315,Regular_1819,0,1,4,0,9,0,0.13333333333333333,0.13333333333333333,0,1.6,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.25,0,2.25,0,0.5015595394257396,0
14,Michael Raffl,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,18,10.213333333333333,Philadelphia Flyers,Toronto Maple Leafs,Away,20190315,Regular_1819,1,2,4,4,4,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.5714285714285714,0.9285714285714286,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.5,0.25,1,0.44854014598540143,0.2686926104066462,1.4344908082871315
15,Travis Sanheim,0,0,0,-2,4,0,0,0,0,0,0,0,1,0.0,26,20.879999999999995,Philadelphia Flyers,Toronto Maple Leafs,Away,20190315,Regular_1819,0,2,4,4,3,0,0.4,0.4,0.6666666666666666,1.5333333333333334,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.5,0,0.75,0,1.5046786182772192,1.67357260966832
16,James van Riemsdyk,3,0,3,5,0,3,0,0,0,0,0,0,6,50.0,25,19.413333333333338,Philadelphia Flyers,Toronto Maple Leafs,Away,20190315,Regular_1819,5,6,4,0,11,0.5333333333333333,0.3333333333333333,0.8666666666666667,0.13333333333333333,3.4,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1.5,1.25,2.75,3.3490997566909972,1.2538988485643492,0.334714521933664
17,Phil Varone,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,8,4.6933333333333325,Philadelphia Flyers,Toronto Maple Leafs,Away,20190315,Regular_1819,0,0,4,0,2,0,0,0,0.18181818181818182,0.9090909090909091,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,0.5,0,0,0.4564288935459055
18,Jakub Voracek,1,0,1,1,2,1,0,0,0,0,0,0,1,100.0,27,22.46666666666667,Philadelphia Flyers,Toronto Maple Leafs,Away,20190315,Regular_1819,1,3,2,9,3,0.15384615384615385,0.38461538461538464,0.5384615384615384,0.8461538461538461,2.6153846153846154,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1.5,0.5,1.5,0.9660864682762493,1.4468063637280952,2.1241498507328678
1,Connor Brown,0,1,1,2,0,0,0,0,0,1,0,0,0,,23,13.959999999999999,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,1,2,4,0,2,0.2,0.2,0.4,0.13333333333333333,0.8666666666666667,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.5,0.25,0.5,1.255912408759124,0.7523393091386096,0.334714521933664
2,Tyler Ennis,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,8,5.933333333333333,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,0,0,4,0,6,0,0.1,0.1,0,1.1,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,1.5,0,0.3761696545693048,0
3,Frederik Gauthier,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,6,4.986666666666667,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,0,0,4,2,1,0,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.46153846153846156,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,0.25,0,0.5787225454912381,0.7724181275392247
4,Ron Hainsey,0,2,2,-1,0,0,0,0,0,2,0,0,4,0.0,30,23,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,0,2,4,0,9,0,0.21428571428571427,0.21428571428571427,0.42857142857142855,1.5,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.5,0,2.25,0,0.8060778312199387,1.0758681062153486
5,Justin Holl,0,1,1,1,0,0,0,0,0,1,0,0,0,,16,11.573333333333332,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,0,1,1,0,0,0,0.14285714285714285,0.14285714285714285,0,0.8571428571428571,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1,0,0,0,0.5373852208132924,0
6,Zach Hyman,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,27,19.30666666666666,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,1,2,3,2,6,0.35714285714285715,0.35714285714285715,0.7142857142857143,0.7142857142857143,2.2142857142857144,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.6666666666666666,0.3333333333333333,2,2.2427007299270074,1.3434630520332314,1.7931135103589144
7,Andreas Johnsson,0,1,1,1,2,0,0,0,0,1,0,0,3,0.0,28,18.386666666666667,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,1,4,4,2,12,0.07692307692307693,0.46153846153846156,0.5384615384615384,0.6153846153846154,2.1538461538461537,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1,0.25,3,0.48304323413812467,1.7361676364737144,1.5448362550784493
8,Nazem Kadri,0,2,2,0,0,0,0,0,0,2,0,0,1,0.0,24,15.986666666666665,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,0,4,4,0,10,0.07142857142857142,0.5714285714285714,0.6428571428571429,0.8571428571428571,2.357142857142857,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1,0,2.5,0.44854014598540143,2.1495408832531697,2.151736212430697
9,Martin Marincin,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,18,10.079999999999998,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,1,1,4,0,5,0.1,0,0.1,0.2,1.3,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.25,0.25,1.25,0.627956204379562,0,0.502071782900496
10,Patrick Marleau,1,0,1,1,0,0,1,0,0,0,0,0,4,25.0,25,15,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,1,2,4,0,9,0.13333333333333333,0.06666666666666667,0.2,0.5333333333333333,2.1333333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.5,0.25,2.25,0.8372749391727493,0.2507797697128698,1.338858087734656
11,Mitch Marner,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,30,22.560000000000002,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,0,3,4,0,11,0.13333333333333333,0.6666666666666666,0.8,0,2.8,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.75,0,2.75,0.8372749391727493,2.5077976971286984,0
12,Auston Matthews,2,0,2,-2,0,2,0,0,1,0,0,0,8,25.0,28,20.133333333333336,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,4,5,4,0,19,0.4666666666666667,0.4,0.8666666666666667,0.13333333333333333,4.866666666666666,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1.25,1,4.75,2.9304622871046226,1.5046786182772192,0.334714521933664
13,Trevor Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,6.466666666666666,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,0,0,3,0,5,0.08333333333333333,0,0.08333333333333333,0.16666666666666666,1.4166666666666667,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,1.6666666666666667,0.5232968369829684,0,0.41839315241708
14,Jake Muzzin,2,1,3,1,0,2,0,0,0,0,1,0,7,28.6,29,22.439999999999998,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,3,4,4,4,15,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,2.9166666666666665,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1,0.75,3.75,2.0931873479318734,0.6269494242821746,0.83678630483416
15,William Nylander,0,2,2,-1,2,0,0,0,0,1,1,0,4,0.0,29,19.666666666666668,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,0,5,4,2,11,0.13333333333333333,0.6,0.7333333333333333,0.13333333333333333,3.2666666666666666,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1.25,0,2.75,0.8372749391727493,2.2570179274158284,0.334714521933664
16,Morgan Rielly,0,0,0,1,0,0,0,0,0,0,0,0,6,0.0,31,26.546666666666663,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,2,3,4,2,19,0.2,0.3333333333333333,0.5333333333333333,0.26666666666666666,3.2666666666666666,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.75,0.5,4.75,1.255912408759124,1.2538988485643492,0.669429043867328
17,John Tavares,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,27,22.146666666666665,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,2,4,4,0,14,0.6666666666666666,0.3333333333333333,1,0.26666666666666666,3.533333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1,0.5,3.5,4.186374695863747,1.2538988485643492,0.669429043867328
18,Nikita Zaitsev,0,2,2,-2,0,0,0,0,0,2,0,0,2,0.0,31,22.28,Toronto Maple Leafs,Philadelphia Flyers,Home,20190315,Regular_1819,0,4,4,0,5,0,0.35714285714285715,0.35714285714285715,0,1.0714285714285714,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1,0,1.25,0,1.3434630520332314,0
1,Kenny Agostino,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,26,18.320000000000004,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,2,5,5,2,8,0.2,0.4,0.6,0.4,1.4666666666666666,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1,0.4,1.6,1.255912408759124,1.5046786182772192,1.004143565800992
2,Joey Anderson,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,16,13.146666666666667,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,0,0,5,0,7,0.15384615384615385,0.15384615384615385,0.3076923076923077,0,1.5384615384615385,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,1.4,0.9660864682762493,0.5787225454912381,0
3,Will Butcher,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,25,21.52,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,0,4,5,2,10,0,0.46153846153846156,0.46153846153846156,0.9230769230769231,1.4615384615384615,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.8,0,2,0,1.7361676364737144,2.317254382617674
4,Connor Carrick,0,1,1,2,0,0,0,0,0,1,0,0,4,0.0,28,22,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,0,3,5,0,5,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.4,1.1333333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.6,0,1,0.41863746958637466,1.0031190788514792,1.004143565800992
5,Blake Coleman,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,25,20.50666666666667,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,3,4,5,10,14,0.26666666666666666,0.13333333333333333,0.4,1.5333333333333334,2.8,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.8,0.6,2.8,1.6745498783454986,0.5015595394257396,3.8492170022371366
6,Kurtis Gabriel,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0,11,7.1066666666666665,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,0,1,4,13,1,0,0.14285714285714285,0.14285714285714285,2.142857142857143,0.2857142857142857,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.25,0,0.25,0,0.5373852208132924,5.379340531076743
7,Andy Greene,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,22.453333333333337,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,0,3,5,0,6,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.26666666666666666,1.2,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.6,0,1.2,0.41863746958637466,1.0031190788514792,0.669429043867328
8,Michael McLeod,0,0,0,-1,0,0,0,0,0,0,0,0,0,,13,10.959999999999999,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,0,1,5,2,4,0,0.2,0.2,0.6,1.1333333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.2,0,0.8,0,0.7523393091386096,1.506215348701488
9,Stefan Noesen,1,0,1,1,0,1,0,0,0,0,0,0,7,14.3,16,14.386666666666665,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,1,1,4,2,16,0.07692307692307693,0,0.07692307692307693,0.15384615384615385,2.3076923076923075,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.25,0.25,4,0.48304323413812467,0,0.38620906376961234
10,Kyle Palmieri,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,25,18.453333333333337,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,1,2,5,2,13,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.36363636363636365,2.5454545454545454,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.4,0.2,2.6,0.5708692767086927,0.3419724132448225,0.912857787091811
11,Blake Pietila,0,0,0,1,2,0,0,0,0,0,0,0,2,0.0,20,16.2,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,0,0,5,4,10,0,0,0,0.5,1.875,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,2,0,0,1.25517945725124
12,Kevin Rooney,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,30,20.386666666666667,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,2,3,3,0,4,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.15384615384615385,1.2307692307692308,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1,0.6666666666666666,1.3333333333333333,0.9660864682762493,0.5787225454912381,0.38620906376961234
13,Steven Santini,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,25,17.826666666666664,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,0,0,5,0,5,0,0.06666666666666667,0.06666666666666667,0.26666666666666666,1.1333333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,1,0,0.2507797697128698,0.669429043867328
14,Damon Severson,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,30,26.399999999999995,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,2,4,5,2,13,0.13333333333333333,0.26666666666666666,0.4,0.26666666666666666,2.3333333333333335,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.8,0.4,2.6,0.8372749391727493,1.0031190788514792,0.669429043867328
15,Drew Stafford,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,17,13.306666666666667,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,0,1,5,6,6,0.2,0.13333333333333333,0.3333333333333333,0.4,1.4,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.2,0,1.2,1.255912408759124,0.5015595394257396,1.004143565800992
16,Eric Tangradi,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,15,12.253333333333336,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,0,1,3,0,6,0,0.16666666666666666,0.16666666666666666,0,1.6666666666666667,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.3333333333333333,0,2,0,0.6269494242821746,0
17,Colton White,0,0,0,-1,0,0,0,0,0,0,0,0,0,,22,15.160000000000002,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,0,0,2,2,1,0,0,0,0.6666666666666666,0.3333333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,0.5,0,0,1.67357260966832
18,Travis Zajac,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,21.360000000000003,New Jersey Devils,Vancouver Canucks,Away,20190315,Regular_1819,2,3,5,0,5,0.26666666666666666,0.26666666666666666,0.5333333333333333,0.26666666666666666,1.1333333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.6,0.4,1,1.6745498783454986,1.0031190788514792,0.669429043867328
1,Alex Biega,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,34,25.986666666666668,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,0,2,4,0,10,0,0.38461538461538464,0.38461538461538464,0.46153846153846156,2.1538461538461537,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.5,0,2.5,0,1.4468063637280952,1.158627191308837
2,Brock Boeser,0,1,1,-2,0,0,0,0,0,0,1,0,1,0.0,27,21.213333333333328,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,2,5,4,2,13,0.3333333333333333,0.4666666666666667,0.8,0.26666666666666666,3.1333333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1.25,0.5,3.25,2.0931873479318734,1.755458387990089,0.669429043867328
3,Guillaume Brisebois,0,0,0,1,0,0,0,0,0,0,0,0,0,,19,13.546666666666667,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,0,0,2,0,0,0,0,0,0,0.6666666666666666,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,0,0,0,0
4,Alexander Edler,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,34,30.173333333333336,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,1,2,4,2,11,0.26666666666666666,0.6,0.8666666666666667,0.9333333333333333,2.533333333333333,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.5,0.25,2.75,1.6745498783454986,2.2570179274158284,2.3430016535356484
5,Loui Eriksson,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,13.160000000000002,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,0,0,3,2,3,0.07142857142857142,0.42857142857142855,0.5,0.2857142857142857,1.2857142857142858,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,1,0.44854014598540143,1.6121556624398774,0.7172454041435657
6,Adam Gaudette,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,21,16.69333333333334,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,0,0,4,0,9,0,0,0,0.26666666666666666,1.0666666666666667,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,2.25,0,0,0.669429043867328
7,Nikolay Goldobin,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,20,17.879999999999995,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,0,0,4,0,6,0,0,0,0,1.4,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,1.5,0,0,0
8,Markus Granlund,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,18,12,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,0,0,3,0,7,0.21428571428571427,0,0.21428571428571427,0.2857142857142857,1.7142857142857142,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,2.3333333333333335,1.3456204379562042,0,0.7172454041435657
9,Bo Horvat,0,2,2,0,0,0,0,0,0,1,1,0,0,,30,23.013333333333332,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,1,4,4,0,7,0.26666666666666666,0.6,0.8666666666666667,0.26666666666666666,2,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,1,0.25,1.75,1.6745498783454986,2.2570179274158284,0.669429043867328
10,Josh Leivo,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,26,22.213333333333328,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,0,1,4,2,12,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.14285714285714285,2.642857142857143,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.25,0,3,0.44854014598540143,0.5373852208132924,0.3586227020717829
11,Tyler Motte,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,19,10.613333333333335,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,2,2,4,0,8,0.2222222222222222,0,0.2222222222222222,0.4444444444444444,1.6666666666666667,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.5,0.5,2,1.395458231954582,0,1.1157150731122134
12,Tanner Pearson,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,23,17.439999999999998,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,1,2,4,2,6,0.5333333333333333,0.2,0.7333333333333333,0.13333333333333333,2.3333333333333335,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.5,0.25,1.5,3.3490997566909972,0.7523393091386096,0.334714521933664
13,Elias Pettersson,1,0,1,-2,2,0,1,0,0,0,0,0,3,33.3,26,22.080000000000002,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,1,3,4,2,6,0.13333333333333333,0.5333333333333333,0.6666666666666666,0.4,1.8666666666666667,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.75,0.25,1.5,0.8372749391727493,2.0062381577029584,1.004143565800992
14,Ashton Sautner,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,15.253333333333336,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,0,1,4,0,3,0,0.1,0.1,0,1.3,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.25,0,0.75,0,0.3761696545693048,0
15,Tim Schaller,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,12,7.413333333333334,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,0,0,1,0,2,0.2727272727272727,0.18181818181818182,0.45454545454545453,0.18181818181818182,1.0909090909090908,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,2,1.712607830126078,0.683944826489645,0.4564288935459055
16,Troy Stecher,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,36,30.013333333333332,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,0,1,4,4,4,0.06666666666666667,0.2,0.26666666666666666,0.5333333333333333,1.4,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.25,0,1,0.41863746958637466,0.7523393091386096,1.338858087734656
17,Chris Tanev,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,3.186666666666666,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,0,0,2,0,0,0,0,0,0,0,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,0,0,0,0
18,Jake Virtanen,0,0,0,1,0,0,0,0,0,0,0,0,0,,23,16.52,Vancouver Canucks,New Jersey Devils,Home,20190315,Regular_1819,1,1,3,0,5,0.25,0,0.25,0.3333333333333333,1.5,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.569890510948905,0,0.83678630483416
1,Matt Benning,1,0,1,0,0,1,0,0,0,0,0,0,2,50.0,21,16.013333333333335,Edmonton Oilers,Arizona Coyotes,Away,20190316,Regular_1819,3,4,5,0,9,0.1875,0.1875,0.375,0.125,1.4375,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.8,0.6,1.8,1.1774178832116788,0.7053181023174464,0.31379486431281
2,Colby Cave,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,15,9.773333333333332,Edmonton Oilers,Arizona Coyotes,Away,20190316,Regular_1819,0,0,5,2,10,0.0625,0,0.0625,0.375,1.0625,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,2,0.39247262773722624,0,0.94138459293843
3,Alex Chiasson,0,1,1,1,0,0,0,0,0,0,0,1,1,0.0,22,18.53333333333333,Edmonton Oilers,Arizona Coyotes,Away,20190316,Regular_1819,2,4,5,2,8,0.25,0.3125,0.5625,0.375,1.8125,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0.8,0.4,1.6,1.569890510948905,1.1755301705290773,0.94138459293843
4,Josh Currie,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,10,6.640000000000001,Edmonton Oilers,Arizona Coyotes,Away,20190316,Regular_1819,0,0,5,0,5,0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.8461538461538461,0.15924677438102988,0.2658374985470185,0.42508427292804835,0.3983494129954667,0,0,1,0,0.28936127274561907,0.38620906376961234
